sim_id,f1_2008,f2_2020,f3_2022,f4_terminal,f5_annual_worst,dollar_ret_1p,dollar_ret_6p,dollar_ret_13p,dollar_ret_26p,avg_eps_1q,avg_eps_2q,avg_eps_4q,avg_eps_8q
1518073675,445042.4209961891,47716.394267082214,0.0,1405787.4484567642,-0.021570611147911145,0.606297886,0.852805174,0.777497472,0.592415978,0.04705499100000002,0.015774957000000003,0.06588309,0.21455502500000004
4669300668,429914.23619508743,47387.68289756775,0.0,1425919.420964241,-0.021545984598876244,0.605635634,0.854127575,0.777052415,0.592908117,0.074029457,0.008005850999999998,0.07691174,0.187320217
8406328012,251736.87836694717,47030.38254356384,0.0,1455456.8680839539,-0.021460953452292153,0.664286462,0.822566561,0.820760315,0.593788674,0.023891394000000052,0.0020607699999999982,0.07650845400000003,0.014195433000000118
7418024266,455810.97187042236,46963.32099723816,0.0,1433495.3779520988,-0.021495297603146724,0.606590677,0.854614066,0.778302261,0.592996235,0.0726407,0.008328371,0.076375073,0.188400568
1468712992,488025.52831840515,48050.273745536804,0.0,1406790.8146357536,-0.02156058657263704,0.605907095,0.85423533,0.777454505,0.592918077,0.03849960200000003,0.015266057000000003,0.066266355,0.222736268
7439523746,485204.71092939377,47744.529938697815,0.0,1426383.1205439568,-0.021593441902924893,0.606006428,0.85389632,0.777048238,0.59290535,0.04297344200000003,0.015385863000000003,0.067707381,0.21314038900000004
5525703116,355463.97871875763,47297.720724105835,0.0,1426099.8543543816,-0.02149704553258991,0.670016574,0.823775155,0.805054334,0.597359308,0.03570635600000003,0.016846763999999997,0.09433069,0.05994969500000005
685068909,491283.84370565414,48057.409417152405,0.0,1409645.5116577148,-0.021560639254338487,0.606280391,0.852784162,0.777517853,0.592444475,0.04650900600000001,0.015920528000000003,0.065677056,0.215094443
3105021658,423192.42944955826,46993.144536972046,0.0,1435295.9759216309,-0.021248597991254115,0.60567486,0.85410764,0.77704855,0.592905493,0.07356332,0.008137499,0.076750202,0.187704539
1136411396,489521.23080301285,46963.32099723816,0.0,1438592.0171189308,-0.021510436459364013,0.604894195,0.853606534,0.777764387,0.592518479,0.072507117,0.008876757999999998,0.079522626,0.190740604
1968736075,368664.4096570015,47527.71963214874,0.0,1413385.9309248924,-0.021597082479854257,0.606400347,0.852830437,0.777610019,0.592460418,0.04442195700000002,0.014993352000000003,0.068268359,0.21168604200000002
9704185565,493820.1445305551,46963.32099723816,0.0,1440789.2711763382,-0.0214917604720265,0.606590677,0.854614066,0.778302261,0.592996235,0.072670252,0.008362901,0.076438128,0.188539688
5133298124,427840.52849674225,47276.720724105835,0.0,1439926.7547316551,-0.021544221266570518,0.605026019,0.853669729,0.77796247,0.592525295,0.07506682,0.008481169,0.075618959,0.188974194
4617429529,333060.28564691544,47424.32499599457,0.0,1401942.4808955193,-0.021595390872970133,0.606269427,0.852798061,0.777524174,0.592405953,0.04401852900000003,0.015090986000000004,0.068138732,0.21204800900000004
9232882191,484178.3560285568,47723.529938697815,0.0,1441102.1197209358,-0.021623309928920587,0.606033469,0.853911173,0.77708737,0.592907694,0.04245646700000002,0.015593607000000004,0.067566685,0.21298211100000003
8029315495,371058.05261182785,47723.529938697815,0.0,1406310.2180929184,-0.02161491849326047,0.612159494,0.840258326,0.782386879,0.593749473,0.06849085700000002,1.734723475976807e-17,0.0011773060000000307,0.2605236270000001
